FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY,X-koord.,Y-koord.
"5387","2131204",E1863,P,"2542685","6677678","2542692","6677707",Nuijamäki,Klobbacken,Nuijalantie,Klobbskogsvägen,"1","1","1","02",24.7666030000,60.2083969000
"5388","2131205",E1334,P,"2544226","6677794","2544235","6677781",Masalantie,Masabyvägen,Friisinmäentie,Frisbackavägen,"1","1","1","04",24.7944169000,60.2092745000
"5389","2131206",E1865,P,"2544327","6677796","2544321","6677799",Hirsalantie,Hirsalavägen,Masalantie,Masabyvägen,"1","1","1","04",24.7962387100,60.2092815400
"5390","2131208",E1336,P,"2543093","6677558","2543094","6677580",Kellarikuja,Källargränden,Nuijalantie,Klobbskogsvägen,"1","1","1","01",24.7739351100,60.2072772500
"5391","2131209",E1337,P,"2543195","6677605","2543197","6677588",Kellarikuja,Källargränden,Nuijalantie,Klobbskogsvägen,"1","1","1","04",24.7757843700,60.2076883100
"5392","2131211",E1864,P,"2542787","6677703","2542783","6677685",Nuijamäki,Klobbacken,Nuijalantie,Klobbskogsvägen,"1","1","1","04",24.7684476200,60.2086106200
"5393","2131213",E1831,P,"2543520","6678681","2543514","6678682",Kilon asema,Kilo station,Vanharaide,Gamla Banan,"1","1","1","99",24.7818746700,60.2173105000
"5394","2131240",E1302,P,"2542902","6678364","2542922","6678357",Lansantorppa,Lansatorpet,Lansantie,Lansavägen,"1","1","1","04",24.7706605200,60.2145307700
"5395","2131241",E1303,P,"2542973","6678412","2542955","6678419",Lansantorppa,Lansatorpet,Lansantie,Lansavägen,"1","1","1","04",24.7719512200,60.2149541100
"5396","2131242",E1304,P,"2542718","6678058","2542720","6678043",Nuijavuori,Klobberget,Lansantie,Lansavägen,"1","1","1","01",24.7672777000,60.2118037900
"5397","2131243",E1305,P,"2542881","6678065","2542870","6678079",Nuijavuori,Klobberget,Lansantie,Lansavägen,"1","1","1","02",24.7702188600,60.2118495800
"5398","2131244",E1306,P,"2542463","6678029","2542478","6678021",Nihtimäki,Knektbacken,Nihtisillantie,Knektbrovägen,"1","1","1","01",24.7626727600,60.2115700300
"5399","2131245",E1307,P,"2542549","6678031","2542554","6678045",Nihtimäki,Knektbacken,Nihtisillantie,Knektbrovägen,"1","1","1","01",24.7642241700,60.2115790600
"5400","2131246",E1308,P,"2542095","6677796","2542102","6677777",Nihtisillankuja,Knektbrogränden,Nihtisillantie,Knektbrovägen,"1","1","1","01",24.7559878500,60.2095169300
"5401","2131247",E1309,P,"2542233","6677806","2542226","6677819",Nihtisillankuja,Knektbrogränden,Nihtisillantie,Knektbrovägen,"1","1","1","01",24.7584785700,60.2095924800
"5402","2131248",E1310,P,"2541909","6677672","2541919","6677665",Kutojantie,Vävarsvägen,Nihtisillantie,Knektbrovägen,"1","1","1","01",24.7526081000,60.2084231500
"5403","2131249",E1311,P,"2541947","6677673","2541932","6677683",Kutojantie,Vävarsvägen,Nihtisillantie,Knektbrovägen,"1","1","1","01",24.7532935600,60.2084282300
"5404","2131250",E1312,P,"2541905","6677522","2541912","6677536",Nihtisillanportti,Knektbroporten,Nihtisilta,Knektbron,"1","1","1","01",24.7525051500,60.2070773700
"5405","2131251",E1313,P,"2541955","6677451","2541965","6677431",Nihtisilta,Knektbron,Turunväylä,Åboleden,"1","1","1","01",24.7533921600,60.2064350500
"5406","2131257",E1319,P,"2541952","6677532","2541941","6677518",Nihtisillanportti,Knektbroporten,Nihtisilta,Knektbron,"1","1","1","01",24.7533547300,60.2071623000
"5407","2131258",E1320,P,"2542623","6677578","2542603","6677586",Vitikka,Vitikka,Vitikka,Vitikka,"1","1","1","04",24.7654640600,60.2075058900
"5408","2131264",E1326,P,"2542470","6677871","2542454","6677860",Nihtitorppa,Knekttorp,Nuijalantie,Klobbskogsvägen,"1","1","1","04",24.7627661000,60.2101513300
"5409","2131265",E1327,P,"2542425","6677869","2542441","6677880",Nihtitorppa,Knekttorp,Nuijalantie,Klobbskogsvägen,"1","1","1","02",24.7619541500,60.2101380400
"5410","2131501",E1330,P,"2543593","6678765","2543594","6678762",Kilo,Kilo,Lansanpurontie 4,Lansabäcksvägen 4,"1","1","4","03",24.7832094000,60.2180566000
"5411","2131551",E1331,P,"2543598","6678748","2543597","6678752",Kilo,Kilo,Lansanpurontie 4,Lansabäcksvägen 4,"1","1","4","03",24.7832959600,60.2179035000
"5412","2131900",XE1300,P,"2541912","6678368","2541923","6678373",Nihtimäentie,Knektbacksvägen,Kutojantie 12,Vävarsvägen 12,"0","0","0","99",24.7528052600,60.2146691500
"5413","2131901",XE1302,P,"2541839","6678072","2541850","6678074",Kutojantie,Vävarsvägen,Kutojantie 6,Vävarsvägen 6,"0","0","0","99",24.7514278500,60.2120201300
"5414","2131902",XE1303,P,"2543401","6678340","2543408","6678343",Linkopolku,Slunggången,Keihäsrinne 9,Spjutbranten 9,"0","0","0","99",24.7796555500,60.2142628200
"5415","2131903",XE1304,P,"2543241","6678080","2543241","6678080",Vasamatie,Skäktvägen,Vasamatie 12,Skäktvägen 12,"0","0","0","99",24.7767146000,60.2119463600
"5416","2131904",XE1821,P,"2543979","6678645","2543978","6678652",Kilonpuiston koulu,Kilonpuiston koulu,Kilonpuisto 5,Kiloparken 5,"0","0","0","99",24.7901462600,60.2169383900
"5417","2132201",E1801,P,"2543743","6679404","2543744","6679392",Kilonkartano,Kilogården,Turuntie,Åbovägen,"1","1","1","01",24.7860523400,60.2237753100
"5418","2132202",E1802,P,"2543883","6679385","2543887","6679401",Kilonkartano,Kilogården,Turuntie,Åbovägen,"1","1","1","01",24.7885740400,60.2235898200
"5419","2132203",E1803,P,"2541716","6678704","2541756","6678682",Karamalmi,Karamalmen,Kilonväylä,Kilonväylä,"0","0","0","02",24.7493388600,60.2177046100
"5420","2132205",E1805,P,"2542538","6679621","2542539","6679605",Kuninkainen,Konungsböle,Turuntie,Åbovägen,"1","1","1","02",24.7643576800,60.2258497400
"5421","2132206",E1806,P,"2542672","6679595","2542669","6679613",Kuninkainen,Konungsböle,Turuntie,Åbovägen,"1","1","1","01",24.7667699500,60.2256024600
"5422","2132207",E1807,P,"2542160","6679609","2542161","6679592",Karanristi,Karakorset,Turuntie,Åbovägen,"1","1","1","01",24.7575350800,60.2257811300
"5423","2132208",E1808,P,"2542331","6679576","2542329","6679597",Karanristi,Karakorset,Turuntie,Åbovägen,"1","1","1","01",24.7606135000,60.2254673300
"5424","2132209",E1862,P,"2542426","6678991","2542430","6679013",Karaniitty,Karaängen,Karapellontie,Karaåkersvägen,"1","1","1","02",24.7622057100,60.2202073900
"5425","2132210",E1809,P,"2542536","6678111","2542515","6678116",Nihtimäki,Knektbacken,Karantie,Karavägen,"1","1","1","04",24.7640064100,60.2122983800
"5426","2132211",E1810,P,"2542511","6678393","2542529","6678387",Lansanportti,Lansaporten,Karantie,Karavägen,"1","1","1","02",24.7636143300,60.2148318000
"5427","2132212",E1811,P,"2542599","6678506","2542583","6678512",Lansanportti,Lansaporten,Karantie,Karavägen,"1","1","1","04",24.7652251700,60.2158367800
"5428","2132213",E1812,P,"2542617","6678875","2542636","6678874",Kelkkamäentie,Kälkbacksvägen,Karantie,Karavägen,"1","1","1","04",24.7656270000,60.2191465100
"5429","2132214",E1813,P,"2542584","6679004","2542578","6678988",Kelkkamäentie,Kälkbacksvägen,Karapellontie,Karaåkersvägen,"1","1","1","04",24.7650586700,60.2203076600
"5430","2132225",E1814,P,"2542301","6679341","2542318","6679349",Karamalmens skola,Karamalmens skola,Karaniityntie,Karaängsvägen,"1","1","1","01",24.7600234300,60.2233614100
"5431","2132226",E1815,P,"2542327","6679368","2542313","6679360",Karamalmens skola,Karamalmens skola,Karaniityntie,Karaängsvägen,"1","1","1","01",24.7604981200,60.2236010400
"5432","2132227",E1816,P,"2542325","6679022","2542329","6679008",Karaniitty,Karaängen,Karapellontie,Karaåkersvägen,"0","0","1","04",24.7603901600,60.2204960500
"5433","2132228",E1817,P,"2542375","6679077","2542363","6679074",Karaniitty,Karaängen,Karaniityntie,Karaängsvägen,"1","1","1","04",24.7613035800,60.2209844800
"5434","2132229",E1818,P,"2541986","6678846","2541996","6678831",Karakorpi,Karakärr,Karapellontie,Karaåkersvägen,"0","0","1","04",24.7542384300,60.2189514200
"5435","2132230",E1819,P,"2542059","6678844","2542048","6678862",Karakorpi,Karakärr,Karapellontie,Karaåkersvägen,"0","0","1","04",24.7555548500,60.2189259800
"5436","2132231",E1820,P,"2541816","6678702","2541826","6678701",Karamalmi,Karamalmen,Karapellontie,Karaåkersvägen,"0","0","1","04",24.7511422700,60.2176764700
"5437","2132235",E1821,P,"2543770","6679346","2543789","6679345",Kilonkartano,Kilogården,Kilonkartanontie,Kilogårdsvägen,"1","1","1","01",24.7865269900,60.2232519100
"5438","2132240",E1822,P,"2543139","6678661","2543142","6678645",Lansanpuro,Lansabäck,Lansapurontie,Lansabäcksvägen,"1","1","1","04",24.7749980000,60.2171713200
"5439","2132241",E1823,P,"2543159","6678632","2543156","6678647",Lansanpuro,Lansabäck,Lansapurontie,Lansabäcksvägen,"1","1","1","04",24.7753526200,60.2169089500
"5440","2132242",E1824,P,"2543449","6678675","2543448","6678674",Kilon asema,Kilo station,Lansanpurontie,Lansabäcksvägen,"1","1","1","01",24.7805927000,60.2172642000
"5441","2132243",E1825,P,"2543464","6678653","2543465","6678655",Kilon asema,Kilo station,Lansanpurontie,Lansabäcksvägen,"1","1","1","01",24.7808585800,60.2170651600
"5442","2132244",E1826,P,"2543773","6678656","2543778","6678634",Trillakatu,Trillagatan,Kilonpuistonkatu,Kiloparksgatan,"1","1","1","01",24.7864328700,60.2170591800
"5443","2132245",E1827,P,"2543804","6678621","2543799","6678640",Trillakatu,Trillagatan,Kilonpuistonkatu,Kiloparksgatan,"1","1","1","01",24.7869845200,60.2167417600
"5444","2132246",E1828,P,"2543736","6678907","2543760","6678912",Kilontie,Kilovägen,Kilonkartanontie,Kilogårdsvägen,"1","1","1","01",24.7858193500,60.2193157300
"5445","2132247",E1829,P,"2543736","6679030","2543715","6679020",Kilontie,Kilovägen,Kilonkartanontie,Kilogårdsvägen,"1","1","1","01",24.7858457500,60.2204196000
"5446","2132502",E1832,P,"2541949","6678524","2541952","6678520",Kera,Kera,Kutojantie 17,Knektbacksvägen,"1","1","4","04",24.7535047200,60.2160654000
"5447","2132552",E1833,P,"2541954","6678515","2541952","6678519",Kera,Kera,Kutojantie 17,Vävarsvägen 17,"1","1","4","04",24.7535930500,60.2159841100
"5448","2132900",XE1811,P,"2542174","6679144","2542174","6679144",Karakaari,Karasvängen,Karakaari 5,Karasvängen 5,"0","0","0","99",24.7576914100,60.2216065200
"5449","2132901",XE1820,P,"2543459","6678786","2543452","6678789",Kilonkuja,Kilogränden,Kilonkuja 2,Kilogränden 2,"0","0","0","99",24.7807967500,60.2182593100
"5450","2132902",XE1822,P,"2543881","6679217","2543896","6679238",Kilon talli,Kilo stall,Kilonkartanontie 4,Kilogårdsvägen 4,"0","0","0","99",24.7885017700,60.2220823200
"5451","2132903",XE1823,P,"2543553","6679243","2543552","6679241",Kilon portti,Kiloporten,Kilonkallio 5,Kiloberget 5,"0","0","0","99",24.7825900500,60.2223506700
"5452","2132904",XE1824,P,"2542940","6678882","2542938","6678882",Ruotutie,Rotevägen,Kelkkamäki 14,Kälkbacken 14,"0","0","0","99",24.7714550400,60.2191756000
"5453","2132905",XE1830,P,"2543088","6679299","2543086","6679301",Kuninkaisten päiväk.,Konungsböle daghem,Kuninkaistenportti,Konungsböleporten,"0","0","0","99",24.7742129900,60.2229024400
"5454","2133201",E1338,P,"2543738","6680077","2543742","6680066",Leppälinnunkuja,Rödstjärtsgränden,Leppälinnunrinne,Rödstjärtsbranten,"1","1","1","04",24.7861066800,60.2298156800
"5455","2133202",E1834,P,"2543204","6680436","2543192","6680427",Tatartie,Ormrotsvägen,Ratamotie,Grobladsvägen,"0","0","1","04",24.7765469700,60.2330942300
"5456","2133203",E1835,P,"2543273","6679622","2543266","6679606",Leppäsilta,Albro,Turuntie,Åbovägen,"1","1","1","01",24.7776191900,60.2257817000
"5457","2133204",E1836,P,"2543353","6679522","2543364","6679535",Leppäsilta,Albro,Turuntie,Åbovägen,"1","1","1","01",24.7790413000,60.2248757800
"5458","2133205",E1830,P,"2542316","6679843","2542316","6679845",Lähderannantie,Källstrandsvägen,Karakalliontie,Karabackavägen,"1","1","1","04",24.7603983400,60.2278650900
"5459","2133206",E1837,P,"2543178","6680276","2543189","6680285",Ratamotie,Grobladsvägen,Ratamotie,Grobladsvägen,"1","1","1","04",24.7760438200,60.2316610500
"5460","2133208",E1838,P,"2543493","6680459","2543524","6680450",Nurmilinnuntie,Ängsfågelsvägen,Rastaspuistontie,Trastparksvägen,"0","0","1","04",24.7817673300,60.2332700400
"5461","2133209",E1839,P,"2543397","6679724","2543382","6679727",Pääskyskuja,Svalgränden,Rastaalantie,Trastmossavägen,"1","1","1","04",24.7798781900,60.2266839700
"5462","2133210",E1840,P,"2543363","6679733","2543383","6679729",Pääskyskuja,Svalgränden,Rastaalantie,Trastmossavägen,"1","1","1","01",24.7792666500,60.2267683400
"5463","2133211",E1841,P,"2543114","6680010","2543193","6680026",Poutahaukanpolku,Stenfalksstigen,Karakalliontie,Karabackavägen,"1","1","1","01",24.7748325700,60.2292805800
"5464","2133212",E1842,P,"2543107","6679982","2543108","6680000",Poutahaukanpolku,Stenfalksstigen,Karakalliontie,Karabackavägen,"0","0","1","01",24.7747003300,60.2290300300
"5465","2133213",E1843,P,"2542728","6680057","2542731","6680042",Karakallionkuja,Karabackagränden,Karakalliontie,Karabackavägen,"1","1","1","02",24.7678772600,60.2297428500
"5466","2133214",E1844,P,"2542800","6680026","2542802","6680044",Karakallionkuja,Karabackagränden,Karakalliontie,Karabackavägen,"1","1","1","01",24.7691699600,60.2294571200
"5467","2133216",E1845,P,"2542524","6679920","2542532","6679931",Karakallion keskus,Karabacka centrum,Karakalliontie,Karabackavägen,"1","1","1","01",24.7641675200,60.2285345800
"5468","2133217",E1846,P,"2542366","6679871","2542369","6679854",Karakallion keskus,Karabacka centrum,Karakalliontie,Karabackavägen,"1","1","1","01",24.7613063500,60.2281112000
"5469","2133218",E1847,P,"2543667","6680505","2543676","6680503",Heurlinintie,Heurlinsvägen,Nurmilinnuntie,Ängsfågelsvägen,"0","0","1","04",24.7849173100,60.2336643400
"5470","2133219",E1848,P,"2543271","6680022","2543286","6680032",Rastaskukkula,Trastkullen,Rastaalantie,Trastmossavägen,"1","1","1","01",24.7776681000,60.2293717100
"5471","2133220",E1899,P,"2543237","6680130","2543225","6680121",Rastaspuisto,Trastparken,Rastaalantie,Trastmossavägen,"0","0","1","04",24.7770775200,60.2303445500
"5472","2133221",E1850,P,"2543018","6680437","2543009","6680432",Rastasmäki,Trastbacken,Rastaalantie,Trastmossavägen,"1","1","1","04",24.7731905200,60.2331228000
"5473","2133222",E1851,P,"2543014","6680390","2543027","6680398",Rastasmäki,Trastbacken,Rastaalantie,Trastmossavägen,"1","1","1","02",24.7731084000,60.2327014100
"5474","2133223",E1852,P,"2542093","6679872","2542081","6679867",Karakalliontie,Karabackavägen,Lähderannantie,Källstrandsvägen,"1","1","1","02",24.7563805800,60.2281483300
"5475","2133224",E1853,P,"2542119","6679733","2542135","6679742",Karamäki,Karabacken,Lähderannantie,Källstrandsvägen,"1","1","1","01",24.7568209700,60.2268982000
"5476","2133225",E1854,P,"2542174","6679700","2542164","6679693",Karamäki,Karabacken,Lähderannantie,Källstrandsvägen,"1","1","1","01",24.7578065200,60.2265963800
"5477","2133226",E1855,P,"2542983","6680162","2542978","6680170",Kalasääksenkuja,Fiskgjusgränden,Kalasääksenkuja,Fiskgjusgränden,"1","1","1","04",24.7725008300,60.2306584800
"5478","2133227",E1849,P,"2543203","6680176","2543190","6680167",Rastaspuisto,Trastparken,Rastaalantie,Trastmossavägen,"1","1","1","04",24.7764737500,60.2307609700
"5479","2133228",E1856,P,"2542382","6679940","2542400","6679939",Karatalo,Karahuset,Kotkatie,Ornvägen,"1","1","1","04",24.7616094100,60.2287287900
"5480","2133230",E1857,P,"2542928","6680225","2542920","6680236",Kalasääksenkatu,Fiskgjusgatan,Kalasääksentie,Fiskgjusvägen,"1","1","1","04",24.7715216200,60.2312296500
"5481","2133232",E1858,P,"2542443","6680117","2542451","6680109",Kotkatie,Örnvägen,Kotkatie,Örnvägen,"1","1","1","04",24.7627470000,60.2303109700
"5482","2133234",E1859,P,"2543220","6680056","2543226","6680045",Kalasääksentie,Fiskgjusvägen,Karakalliontie,Karabackavägen,"0","0","1","02",24.7767550400,60.2296822300
"5483","2133236",E1860,P,"2542947","6679784","2542953","6679777",Tornihaukantie,Tornfalksvägen,Tornihaukantie,Tornfalksvägen,"0","0","1","04",24.7717714800,60.2272698900
"5484","2133260",E1861,P,"2543360","6679956","2543344","6679946",Leppälinnunrinne,Rödstjärtsbranten,Rastaalantie,Trastmossavägen,"1","1","1","02",24.7792600000,60.2287699800
"5485","2133900",XE1802,P,"2542427","6679979","2542428","6679973",Hopeakotka,Silverörnen,Kotkapolku 2,Örnstigen 2,"0","0","0","99",24.7624295300,60.2290741400
"5486","2133901",XE1805,P,"2542219","6680039","2542228","6680036",Karakallion koulu,Karakallion koulu,Kotkakuja 5,Örngränden 5,"0","0","0","99",24.7586887300,60.2296341100
"5487","2141201",E1401,P,"2541362","6680824","2541347","6680820",Nuumäki,Nobacken,Lähderannantie,Källstrandsvägen,"1","1","1","04",24.7433838300,60.2367666200
"5488","2141202",E1470,P,"2542249","6680808","2542248","6680795",Olkiniitty,Halmängen,Rastasniityntie,Trastängsvägen,"1","1","1","02",24.7593896600,60.2365324400
"5489","2141203",E1476,P,"2542250","6680781","2542252","6680795",Olkiniitty,Halmängen,Rastasniityntie,Trastängsvägen,"1","1","1","04",24.7594021000,60.2362900200
"5490","2141204",E1403,P,"2541212","6681172","2541227","6681178",Lähderannanristi,Källstrandskorset,Lähderannantie,Källstrandsvägen,"1","1","1","01",24.7407469800,60.2399049000
"5491","2141205",E1404,P,"2541277","6681247","2541268","6681260",Lähderannanristi,Källstrandskorset,Pitkäjärventie,Långträskvägen,"1","1","1","02",24.7419354700,60.2405714400
"5492","2141206",E1467,P,"2542505","6681315","2542523","6681332",Veininkatu,Sveinsgatan,Kuusinevantie,Grankärrsvägen,"1","1","1","02",24.7641159700,60.2410560200
"5493","2141207",E1405,P,"2541660","6681612","2541647","6681621",Kuttulammentie,Kututräskvägen,Pitkäjärventie,Långträskvägen,"1","1","1","02",24.7489236600,60.2438083500
"5494","2141208",E1471,P,"2542482","6680918","2542482","6680903",Vanha Rastaalantie,Gamla Trastmossaväge,Rastasniityntie,Trastängsvägen,"1","1","1","04",24.7636179200,60.2374955200
"5495","2141209",E1473,P,"2541919","6680484","2541932","6680471",Parrukuja,Sparregränden,Rastasniityntie,Trastängsvägen,"1","1","1","02",24.7533669200,60.2336586100
"5496","2141210",E1474,P,"2541921","6680442","2541912","6680456",Parrukuja,Sparregränden,Rastasniityntie,Trastängsvägen,"1","1","1","02",24.7533943700,60.2332814800
"5497","2141213",E1475,P,"2542419","6680864","2542413","6680877",Vanha Rastaalantie,Gamla Trastmossaväge,Rastaalanrinne,Trastmossabrinken,"1","1","1","04",24.7624695800,60.2370174300
"5498","2141219",E1406,P,"2541875","6680353","2541860","6680343",Rastasniityntie,Trastängsvägen,Lähderannantie,Källstrandsvägen,"1","1","1","04",24.7525459100,60.2324874500
"5499","2141220",E1407,P,"2541873","6680279","2541891","6680287",Rastasniityntie,Trastängsvägen,Lähderannantie,Källstrandsvägen,"1","1","1","02",24.7524946000,60.2318235400
"5500","2141234",E1408,P,"2542777","6680939","2542787","6680928",Äraportti,Äraporten,Rastasniityntie,Trastängsvägen,"1","1","1","02",24.7689467900,60.2376532600
"5501","2141236",E1409,P,"2542717","6680730","2542727","6680739",Vanha Sveinsintie,Gamla Sveinsvägen,Vanha Sveinsintie,Gamla Sveinsvägen,"0","0","1","04",24.7678199800,60.2357838500
"5502","2141248",E1414,P,"2541876","6681582","2541887","6681569",Kuttulampi,Kututräsk,Laaksolahdentie,Dalsvikvägen,"1","1","1","04",24.7528168300,60.2435170600
